county_name,year,hh1_ELI30,hh1_VLI50,hh1_LI80,hh1_MED100,hh1_MOD120,hh2_ELI30,hh2_VLI50,hh2_LI80,hh2_MED100,hh2_MOD120,hh3_ELI30,hh3_VLI50,hh3_LI80,hh3_MED100,hh3_MOD120,hh4_ELI30,hh4_VLI50,hh4_LI80,hh4_MED100,hh4_MOD120,hh5_ELI30,hh5_VLI50,hh5_LI80,hh5_MED100,hh5_MOD120,hh6_ELI30,hh6_VLI50,hh6_LI80,hh6_MED100,hh6_MOD120,hh7_ELI30,hh7_VLI50,hh7_LI80,hh7_MED100,hh7_MOD120,hh8_ELI30,hh8_VLI50,hh8_LI80,hh8_MED100,hh8_MOD120,hh9_ELI30,hh9_VLI50,hh9_LI80,hh9_MED100,hh9_MOD120,hh10_ELI30,hh10_VLI50,hh10_LI80,hh10_MED100,hh10_MOD120,hh11_ELI30,hh11_VLI50,hh11_LI80,hh11_MED100,hh11_MOD120,hh12_ELI30,hh12_VLI50,hh12_LI80,hh12_MED100,hh12_MOD120,hh13_ELI30,hh13_VLI50,hh13_LI80,hh13_MED100,hh13_MOD120,hh14_ELI30,hh14_VLI50,hh14_LI80,hh14_MED100,hh14_MOD120,hh15_ELI30,hh15_VLI50,hh15_LI80,hh15_MED100,hh15_MOD120,hh16_ELI30,hh16_VLI50,hh16_LI80,hh16_MED100,hh16_MOD120,hh17_ELI30,hh17_VLI50,hh17_LI80,hh17_MED100,hh17_MOD120,hh18_ELI30,hh18_VLI50,hh18_LI80,hh18_MED100,hh18_MOD120,hh19_ELI30,hh19_VLI50,hh19_LI80,hh19_MED100,hh19_MOD120,hh20_ELI30,hh20_VLI50,hh20_LI80,hh20_MED100,hh20_MOD120
Glenn County,2015,12150,20300,32450,40550,48650,15930,23200,37050,46300,55600,20090,26100,41700,52100,62550,24250,28950,46300,57900,69500,28410,31300,50050,62550,75050,32570,33600,53750,67150,80600,35300,35900,57450,71800,86200,37600,38250,61150,76450,91750,39550,40550,64850,81100,97300,41500,42900,68550,85700,102850,43400,45200,72250,90350,108450,45350,47500,75950,95000,114000,47300,49850,79650,99600,119550,49250,52150,83350,104250,125100,51200,54450,87100,108850,130650,53100,56800,90800,113500,136250,55050,59100,94500,118150,141800,57000,61400,98200,122750,147350,58950,63750,101900,127400,152900,60900,66050,105600,132050,158450
Glenn County,2016,12400,20650,33000,41250,49500,16020,23600,37700,47100,56550,20160,26550,42400,53000,63650,24300,29450,47100,58900,70700,28440,31850,50900,63600,76350,32580,34200,54650,68300,82000,36550,36550,58450,73050,87650,38900,38900,62200,77750,93300,40850,41250,65950,82450,98950,42800,43600,69750,87150,104600,44750,45950,73500,91900,110250,46700,48300,77250,96600,115900,48600,50700,81050,101300,121600,50550,53050,84800,106000,127250,52500,55400,88600,110750,132900,54450,57750,92350,115450,138550,56400,60100,96100,120150,144200,58350,62450,99900,124850,149850,60300,64800,103650,129600,155500,62250,67150,107400,134300,161150
Glenn County,2017,12600,21000,33550,41950,50350,16240,24000,38350,47900,57500,20420,27000,43150,53900,64700,24600,29950,47900,59900,71900,28780,32350,51750,64700,77650,32960,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41500,41950,67100,83850,100650,43500,44350,70900,88650,106400,45450,46750,74750,93450,112150,47400,49150,78600,98200,117900,49400,51550,82400,103000,123650,51350,53950,86250,107800,129400,53350,56300,90050,112600,135150,55300,58700,93900,117400,140900,57250,61100,97750,122200,146650,59250,63500,101550,126950,152400,61200,65900,105400,131750,158150,63150,68300,109250,136550,163900
Glenn County,2018,12600,21000,33550,41950,50350,16460,24000,38350,47900,57500,20780,27000,43150,53900,64700,25100,29950,47900,59900,71900,29420,32350,51750,64700,77650,33740,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41550,41950,67100,83850,100650,43550,44350,70900,88650,106400,45550,46750,74750,93450,112150,47600,49150,78600,98200,117900,49600,51550,82400,103000,123650,51600,53950,86250,107800,129400,53600,56300,90050,112600,135150,55600,58700,93900,117400,140900,57600,61100,97750,122200,146650,59650,63500,101550,126950,152400,61650,65900,105400,131750,158150,63650,68300,109250,136550,163900
Glenn County,2019,13650,22700,36300,45350,54450,16910,25950,41500,51850,62200,21330,29200,46700,58300,70000,25750,32400,51850,64800,77750,30170,35000,56000,70000,83950,34590,37600,60150,75150,90200,39010,40200,64300,80350,96400,42800,42800,68450,85550,102650,44850,45400,72600,90750,108850,46900,48000,76750,95900,115100,49000,50600,80900,101100,121300,51050,53150,85050,106300,127550,53100,55750,89200,111450,133750,55150,58350,93350,116650,139950,57200,60950,97500,121850,146200,59300,63550,101650,127000,152400,61350,66150,105800,132200,158650,63400,68700,109950,137400,164850,65450,71300,114100,142550,171050,67500,73900,118250,147750,177300
Glenn County,2020,14700,24500,39150,49500,59400,17240,28000,44750,56550,67900,21720,31500,50350,63650,76350,26200,34950,55900,70700,84850,30680,37750,60400,76350,91650,35160,40550,64850,82000,98450,39640,43350,69350,87650,105200,44120,46150,73800,93300,112000,46200,48950,78250,98950,118800,48300,51750,82750,104600,125600,50400,54550,87200,110250,132350,52500,57350,91700,115900,139150,54600,60150,96150,121600,145950,56700,62950,100650,127250,152750,58800,65700,105100,132900,159500,60900,68500,109600,138550,166300,63000,71300,114050,144200,173100,65100,74100,118500,149850,179900,67200,76900,123000,155500,186650,69250,79700,127450,161150,193450
Humboldt County,2010,11850,19750,31550,39400,47300,13550,22550,36050,45050,54050,15250,25350,40550,50650,60800,16900,28150,45050,56300,67550,18300,30450,48700,60800,72950,19650,32700,52300,65300,78350,21000,34950,55900,69800,83750,22350,37200,59500,74300,89150,23700,39450,63100,78800,94550,25050,41700,66700,83300,99950,26400,43950,70300,87800,105350,27750,46200,73900,92300,110750,29100,48450,77500,96800,116150,30450,50700,81100,101300,121550,31800,52950,84750,105850,127000,33150,55200,88350,110350,132400,34500,57450,91950,114850,137800,35850,59700,95550,119350,143200,37200,61950,99150,123850,148600,38550,64200,102750,128350,154000
Humboldt County,2011,12050,20050,32050,40050,48050,13750,22900,36600,45750,54900,15450,25750,41200,51500,61800,17150,28600,45750,57200,68650,18550,30900,49450,61800,74150,19900,33200,53100,66350,79650,21300,35500,56750,70950,85150,22650,37800,60400,75500,90600,24000,40100,64050,80100,96100,25400,42400,67700,84650,101600,26750,44650,71400,89250,107100,28150,46950,75050,93800,112550,29500,49250,78700,98400,118050,30900,51550,82350,102950,123550,32250,53800,86000,107550,129050,33650,56100,89700,112100,134550,35000,58400,93350,116700,140050,36350,60700,97000,121250,145500,37750,62950,100650,125850,151000,39100,65250,104300,130400,156500
Humboldt County,2012,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Humboldt County,2013,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Humboldt County,2014,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Humboldt County,2015,12150,20300,32450,40550,48650,15930,23200,37050,46300,55600,20090,26100,41700,52100,62550,24250,28950,46300,57900,69500,28410,31300,50050,62550,75050,32570,33600,53750,67150,80600,35300,35900,57450,71800,86200,37600,38250,61150,76450,91750,39550,40550,64850,81100,97300,41500,42900,68550,85700,102850,43400,45200,72250,90350,108450,45350,47500,75950,95000,114000,47300,49850,79650,99600,119550,49250,52150,83350,104250,125100,51200,54450,87100,108850,130650,53100,56800,90800,113500,136250,55050,59100,94500,118150,141800,57000,61400,98200,122750,147350,58950,63750,101900,127400,152900,60900,66050,105600,132050,158450
Humboldt County,2016,12400,20650,33000,41250,49500,16020,23600,37700,47100,56550,20160,26550,42400,53000,63650,24300,29450,47100,58900,70700,28440,31850,50900,63600,76350,32580,34200,54650,68300,82000,36550,36550,58450,73050,87650,38900,38900,62200,77750,93300,40850,41250,65950,82450,98950,42800,43600,69750,87150,104600,44750,45950,73500,91900,110250,46700,48300,77250,96600,115900,48600,50700,81050,101300,121600,50550,53050,84800,106000,127250,52500,55400,88600,110750,132900,54450,57750,92350,115450,138550,56400,60100,96100,120150,144200,58350,62450,99900,124850,149850,60300,64800,103650,129600,155500,62250,67150,107400,134300,161150
Humboldt County,2017,12600,21000,33550,41950,50350,16240,24000,38350,47900,57500,20420,27000,43150,53900,64700,24600,29950,47900,59900,71900,28780,32350,51750,64700,77650,32960,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41500,41950,67100,83850,100650,43500,44350,70900,88650,106400,45450,46750,74750,93450,112150,47400,49150,78600,98200,117900,49400,51550,82400,103000,123650,51350,53950,86250,107800,129400,53350,56300,90050,112600,135150,55300,58700,93900,117400,140900,57250,61100,97750,122200,146650,59250,63500,101550,126950,152400,61200,65900,105400,131750,158150,63150,68300,109250,136550,163900
Humboldt County,2018,12600,21000,33550,41950,50350,16460,24000,38350,47900,57500,20780,27000,43150,53900,64700,25100,29950,47900,59900,71900,29420,32350,51750,64700,77650,33740,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41550,41950,67100,83850,100650,43550,44350,70900,88650,106400,45550,46750,74750,93450,112150,47600,49150,78600,98200,117900,49600,51550,82400,103000,123650,51600,53950,86250,107800,129400,53600,56300,90050,112600,135150,55600,58700,93900,117400,140900,57600,61100,97750,122200,146650,59650,63500,101550,126950,152400,61650,65900,105400,131750,158150,63650,68300,109250,136550,163900
Humboldt County,2019,13650,22700,36300,45350,54450,16910,25950,41500,51850,62200,21330,29200,46700,58300,70000,25750,32400,51850,64800,77750,30170,35000,56000,70000,83950,34590,37600,60150,75150,90200,39010,40200,64300,80350,96400,42800,42800,68450,85550,102650,44850,45400,72600,90750,108850,46900,48000,76750,95900,115100,49000,50600,80900,101100,121300,51050,53150,85050,106300,127550,53100,55750,89200,111450,133750,55150,58350,93350,116650,139950,57200,60950,97500,121850,146200,59300,63550,101650,127000,152400,61350,66150,105800,132200,158650,63400,68700,109950,137400,164850,65450,71300,114100,142550,171050,67500,73900,118250,147750,177300
Humboldt County,2020,14700,24500,39150,50400,60500,17240,28000,44750,57600,69100,21720,31500,50350,64800,77750,26200,34950,55900,72000,86400,30680,37750,60400,77750,93300,35160,40550,64850,83500,100200,39640,43350,69350,89300,107150,44120,46150,73800,95050,114050,46200,48950,78250,100800,120950,48300,51750,82750,106550,127850,50400,54550,87200,112350,134800,52500,57350,91700,118100,141700,54600,60150,96150,123850,148600,56700,62950,100650,129600,155500,58800,65700,105100,135350,162450,60900,68500,109600,141150,169350,63000,71300,114050,146900,176250,65100,74100,118500,152650,183150,67200,76900,123000,158400,190100,69250,79700,127450,164150,197000
Imperial County,2010,11850,19750,31550,39400,47300,13550,22550,36050,45050,54050,15250,25350,40550,50650,60800,16900,28150,45050,56300,67550,18300,30450,48700,60800,72950,19650,32700,52300,65300,78350,21000,34950,55900,69800,83750,22350,37200,59500,74300,89150,23700,39450,63100,78800,94550,25050,41700,66700,83300,99950,26400,43950,70300,87800,105350,27750,46200,73900,92300,110750,29100,48450,77500,96800,116150,30450,50700,81100,101300,121550,31800,52950,84750,105850,127000,33150,55200,88350,110350,132400,34500,57450,91950,114850,137800,35850,59700,95550,119350,143200,37200,61950,99150,123850,148600,38550,64200,102750,128350,154000
Imperial County,2011,12050,20050,32050,40050,48050,13750,22900,36600,45750,54900,15450,25750,41200,51500,61800,17150,28600,45750,57200,68650,18550,30900,49450,61800,74150,19900,33200,53100,66350,79650,21300,35500,56750,70950,85150,22650,37800,60400,75500,90600,24000,40100,64050,80100,96100,25400,42400,67700,84650,101600,26750,44650,71400,89250,107100,28150,46950,75050,93800,112550,29500,49250,78700,98400,118050,30900,51550,82350,102950,123550,32250,53800,86000,107550,129050,33650,56100,89700,112100,134550,35000,58400,93350,116700,140050,36350,60700,97000,121250,145500,37750,62950,100650,125850,151000,39100,65250,104300,130400,156500
Imperial County,2012,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Imperial County,2013,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Imperial County,2014,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Imperial County,2015,12150,20300,32450,40550,48650,15930,23200,37050,46300,55600,20090,26100,41700,52100,62550,24250,28950,46300,57900,69500,28410,31300,50050,62550,75050,32570,33600,53750,67150,80600,35300,35900,57450,71800,86200,37600,38250,61150,76450,91750,39550,40550,64850,81100,97300,41500,42900,68550,85700,102850,43400,45200,72250,90350,108450,45350,47500,75950,95000,114000,47300,49850,79650,99600,119550,49250,52150,83350,104250,125100,51200,54450,87100,108850,130650,53100,56800,90800,113500,136250,55050,59100,94500,118150,141800,57000,61400,98200,122750,147350,58950,63750,101900,127400,152900,60900,66050,105600,132050,158450
Imperial County,2016,12400,20650,33000,41250,49500,16020,23600,37700,47100,56550,20160,26550,42400,53000,63650,24300,29450,47100,58900,70700,28440,31850,50900,63600,76350,32580,34200,54650,68300,82000,36550,36550,58450,73050,87650,38900,38900,62200,77750,93300,40850,41250,65950,82450,98950,42800,43600,69750,87150,104600,44750,45950,73500,91900,110250,46700,48300,77250,96600,115900,48600,50700,81050,101300,121600,50550,53050,84800,106000,127250,52500,55400,88600,110750,132900,54450,57750,92350,115450,138550,56400,60100,96100,120150,144200,58350,62450,99900,124850,149850,60300,64800,103650,129600,155500,62250,67150,107400,134300,161150
Imperial County,2017,12600,21000,33550,41950,50350,16240,24000,38350,47900,57500,20420,27000,43150,53900,64700,24600,29950,47900,59900,71900,28780,32350,51750,64700,77650,32960,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41500,41950,67100,83850,100650,43500,44350,70900,88650,106400,45450,46750,74750,93450,112150,47400,49150,78600,98200,117900,49400,51550,82400,103000,123650,51350,53950,86250,107800,129400,53350,56300,90050,112600,135150,55300,58700,93900,117400,140900,57250,61100,97750,122200,146650,59250,63500,101550,126950,152400,61200,65900,105400,131750,158150,63150,68300,109250,136550,163900
Imperial County,2018,12600,21000,33550,41950,50350,16460,24000,38350,47900,57500,20780,27000,43150,53900,64700,25100,29950,47900,59900,71900,29420,32350,51750,64700,77650,33740,34750,55600,69500,83400,37140,37150,59400,74300,89150,39550,39550,63250,79050,94900,41550,41950,67100,83850,100650,43550,44350,70900,88650,106400,45550,46750,74750,93450,112150,47600,49150,78600,98200,117900,49600,51550,82400,103000,123650,51600,53950,86250,107800,129400,53600,56300,90050,112600,135150,55600,58700,93900,117400,140900,57600,61100,97750,122200,146650,59650,63500,101550,126950,152400,61650,65900,105400,131750,158150,63650,68300,109250,136550,163900
Imperial County,2019,13650,22700,36300,45350,54450,16910,25950,41500,51850,62200,21330,29200,46700,58300,70000,25750,32400,51850,64800,77750,30170,35000,56000,70000,83950,34590,37600,60150,75150,90200,39010,40200,64300,80350,96400,42800,42800,68450,85550,102650,44850,45400,72600,90750,108850,46900,48000,76750,95900,115100,49000,50600,80900,101100,121300,51050,53150,85050,106300,127550,53100,55750,89200,111450,133750,55150,58350,93350,116650,139950,57200,60950,97500,121850,146200,59300,63550,101650,127000,152400,61350,66150,105800,132200,158650,63400,68700,109950,137400,164850,65450,71300,114100,142550,171050,67500,73900,118250,147750,177300
Imperial County,2020,14700,24500,39150,49500,59400,17240,28000,44750,56550,67900,21720,31500,50350,63650,76350,26200,34950,55900,70700,84850,30680,37750,60400,76350,91650,35160,40550,64850,82000,98450,39640,43350,69350,87650,105200,44120,46150,73800,93300,112000,46200,48950,78250,98950,118800,48300,51750,82750,104600,125600,50400,54550,87200,110250,132350,52500,57350,91700,115900,139150,54600,60150,96150,121600,145950,56700,62950,100650,127250,152750,58800,65700,105100,132900,159500,60900,68500,109600,138550,166300,63000,71300,114050,144200,173100,65100,74100,118500,149850,179900,67200,76900,123000,155500,186650,69250,79700,127450,161150,193450
Inyo County,2010,12650,21100,33750,42150,50600,14450,24100,38550,48150,57800,16250,27100,43350,54200,65050,18050,30100,48150,60200,72250,19500,32550,52050,65000,78050,20950,34950,55900,69850,83800,22400,37350,59750,74650,89600,23850,39750,63600,79450,95350,25300,42150,67450,84250,101150,26750,44550,71300,89100,106900,28200,46950,75150,93900,112700,29650,49400,79000,98700,118450,31050,51800,82850,103550,124250,32500,54200,86700,108350,130050,33950,56600,90550,113150,135800,35400,59000,94400,118000,141600,36850,61400,98250,122800,147350,38300,63850,102100,127600,153150,39750,66250,105950,132450,158950,41200,68650,109800,137250,164700
Inyo County,2011,13300,22150,35400,45200,54250,15200,25300,40450,51700,62000,17100,28450,45500,58150,69750,18950,31600,50550,64600,77500,20500,34150,54600,69750,83700,22000,36700,58650,74950,89900,23500,39200,62700,80100,96100,25050,41750,66750,85250,102300,26550,44300,70800,90400,108500,28100,46800,74850,95600,114700,29600,49350,78900,100750,120900,31100,51850,82950,105900,127100,32650,54400,86950,111100,133300,34150,56900,91000,116250,139500,35650,59450,95050,121450,145700,37200,61950,99100,126600,151900,38700,64500,103150,131750,158100,40200,67050,107200,136950,164300,41750,69550,111250,142100,170500,43250,72100,115300,147250,176700
Inyo County,2012,13800,22950,36700,45850,55000,15750,26200,41950,52400,62900,17700,29500,47200,58950,70750,19650,32750,52400,65500,78600,21250,35400,56600,70750,84900,22800,38000,60800,76000,91200,24400,40650,65000,81200,97450,25950,43250,69200,86450,103750,27500,45850,73400,91700,110050,29100,48500,77600,96950,116350,30650,51100,81800,102150,122600,32250,53750,85950,107400,128900,33800,56350,90150,112650,135200,35400,58950,94350,117900,141500,36950,61600,98550,123150,147750,38550,64200,102750,128350,154050,40100,66850,106950,133600,160350,41650,69450,111100,138850,166650,43250,72050,115300,144100,172900,44800,74700,119500,149350,179200
Inyo County,2013,13850,23050,36900,46050,55250,15800,26350,42150,52650,63150,17800,29650,47400,59200,71050,19750,32900,52650,65800,78950,21350,35550,56900,71050,85250,22950,38200,61100,76350,91600,24500,40800,65300,81600,97900,26100,43450,69500,86850,104200,27700,46100,73700,92100,110500,29250,48700,77900,97400,116850,30850,51350,82150,102650,123150,32400,54000,86350,107900,129450,34000,56600,90550,113150,135800,35600,59250,94750,118450,142100,37150,61850,99000,123700,148400,38750,64500,103200,128950,154750,40300,67150,107400,134250,161050,41900,69750,111600,139500,167350,43500,72400,115850,144750,173700,45050,75050,120050,150000,180000
Inyo County,2014,14500,24150,38650,49650,59550,16600,27600,44200,56700,68100,18650,31050,49700,63800,76600,20700,34500,55200,70900,85100,22400,37300,59650,76550,91900,24050,40050,64050,82250,98700,25700,42800,68450,87900,105500,27350,45550,72900,93600,112350,29000,48300,77300,99250,119150,30650,51050,81750,104950,125950,32300,53850,86150,110600,132750,33950,56600,90550,116300,139600,35650,59350,95000,121950,146400,37300,62100,99400,127650,153200,38950,64850,103800,133300,160000,40600,67650,108250,139000,166800,42250,70400,112650,144650,173600,43900,73150,117050,150300,180450,45550,75900,121500,156000,187250,47200,78650,125900,161650,194050
Inyo County,2015,15050,25050,40050,50050,60050,17200,28600,45800,57200,68650,20090,32200,51500,64350,77200,24250,35750,57200,71500,85800,28410,38650,61800,77200,92650,32570,41500,66400,82950,99550,36730,44350,70950,88650,106400,40890,47200,75550,94400,113250,42850,50050,80150,100100,120100,44750,52900,84700,105850,127000,46700,55800,89300,111550,133850,48650,58650,93850,117300,140700,50600,61500,98450,123000,147550,52550,64350,103000,128700,154450,54450,67200,107600,134450,161300,56400,70100,112150,140150,168150,58350,72950,116750,145900,175050,60300,75800,121300,151600,181900,62250,78650,125900,157300,188750,64150,81500,130450,163050,195600
Inyo County,2016,15150,25200,40350,50400,60500,17300,28800,46100,57600,69100,20160,32400,51850,64800,77750,24300,36000,57600,72000,86400,28440,38900,62250,77750,93300,32580,41800,66850,83500,100200,36730,44650,71450,89300,107150,40890,47550,76050,95050,114050,42850,50450,80650,100800,120950,44800,53300,85250,106550,127850,46700,56200,89850,112350,134800,48650,59050,94500,118100,141700,50600,61950,99100,123850,148600,52550,64850,103700,129600,155500,54500,67700,108300,135350,162450,56450,70600,112900,141150,169350,58400,73450,117500,146900,176250,60350,76350,122150,152650,183150,62250,79250,126750,158400,190100,64200,82100,131350,164150,197000
Inyo County,2017,15150,25200,40350,50400,60500,17300,28800,46100,57600,69100,20420,32400,51850,64800,77750,24600,36000,57600,72000,86400,28780,38900,62250,77750,93300,32960,41800,66850,83500,100200,37140,44650,71450,89300,107150,41320,47550,76050,95050,114050,43300,50450,80650,100800,120950,45250,53300,85250,106550,127850,47200,56200,89850,112350,134800,49200,59050,94500,118100,141700,51150,61950,99100,123850,148600,53150,64850,103700,129600,155500,55100,67700,108300,135350,162450,57050,70600,112900,141150,169350,59050,73450,117500,146900,176250,61000,76350,122150,152650,183150,62950,79250,126750,158400,190100,64950,82100,131350,164150,197000
Inyo County,2018,15150,25200,40350,50400,60500,17300,28800,46100,57600,69100,20780,32400,51850,64800,77750,25100,36000,57600,72000,86400,29420,38900,62250,77750,93300,33740,41800,66850,83500,100200,38060,44650,71450,89300,107150,42380,47550,76050,95050,114050,44400,50450,80650,100800,120950,46400,53300,85250,106550,127850,48400,56200,89850,112350,134800,50400,59050,94500,118100,141700,52400,61950,99100,123850,148600,54450,64850,103700,129600,155500,56450,67700,108300,135350,162450,58450,70600,112900,141150,169350,60450,73450,117500,146900,176250,62450,76350,122150,152650,183150,64450,79250,126750,158400,190100,66500,82100,131350,164150,197000
Inyo County,2019,15300,25450,40750,50900,61050,17450,29100,46550,58150,69800,21330,32750,52350,65450,78550,25750,36350,58150,72700,87250,30170,39300,62850,78500,94250,34590,42200,67500,84350,101200,39010,45100,72150,90150,108200,43430,48000,76800,95950,115150,45500,50900,81450,101750,122150,47550,53800,86100,107600,129100,49600,56700,90750,113400,136100,51650,59650,95400,119200,143050,53750,62550,100050,125050,150050,55800,65450,104700,130850,157050,57850,68350,109350,136650,164000,59900,71250,114000,142500,171000,61950,74150,118650,148300,177950,64050,77100,123300,154100,184950,66100,80000,127950,159950,191950,68150,82900,132600,165750,198900
Inyo County,2020,15800,26300,42100,52550,63050,18050,30050,48100,60100,72100,21720,33800,54100,67600,81100,26200,37550,60100,75100,90100,30680,40600,64950,81100,97300,35160,43600,69750,87100,104500,39640,46600,74550,93100,111700,44120,49600,79350,99150,118950,46200,52600,84150,105150,126150,48300,55600,88950,111150,133350,50400,58600,93750,117150,140550,52500,61600,98600,123200,147800,54600,64600,103400,129200,155000,56700,67600,108200,135200,162200,58800,70650,113000,141200,169400,60900,73650,117800,147200,176600,63000,76650,122600,153200,183800,65100,79650,127450,159250,191050,67200,82650,132250,165250,198250,69250,85650,137050,171250,205450
Kern County,2010,11850,19750,31550,39400,47300,13550,22550,36050,45050,54050,15250,25350,40550,50650,60800,16900,28150,45050,56300,67550,18300,30450,48700,60800,72950,19650,32700,52300,65300,78350,21000,34950,55900,69800,83750,22350,37200,59500,74300,89150,23700,39450,63100,78800,94550,25050,41700,66700,83300,99950,26400,43950,70300,87800,105350,27750,46200,73900,92300,110750,29100,48450,77500,96800,116150,30450,50700,81100,101300,121550,31800,52950,84750,105850,127000,33150,55200,88350,110350,132400,34500,57450,91950,114850,137800,35850,59700,95550,119350,143200,37200,61950,99150,123850,148600,38550,64200,102750,128350,154000
Kern County,2011,12050,20050,32050,40050,48050,13750,22900,36600,45750,54900,15450,25750,41200,51500,61800,17150,28600,45750,57200,68650,18550,30900,49450,61800,74150,19900,33200,53100,66350,79650,21300,35500,56750,70950,85150,22650,37800,60400,75500,90600,24000,40100,64050,80100,96100,25400,42400,67700,84650,101600,26750,44650,71400,89250,107100,28150,46950,75050,93800,112550,29500,49250,78700,98400,118050,30900,51550,82350,102950,123550,32250,53800,86000,107550,129050,33650,56100,89700,112100,134550,35000,58400,93350,116700,140050,36350,60700,97000,121250,145500,37750,62950,100650,125850,151000,39100,65250,104300,130400,156500
Kern County,2012,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
